Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
CB5 8AY,Yes,52.209659,0.142609,546496,258990,TL464589,"Abbey","Cambridge, unparished area",2018-12-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8AZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1994-12-01,2001-11-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8BA,Yes,52.208194,0.119912,544950,258781,TL449587,"Market","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1995-01-01,2008-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8BD,No,52.207479,0.119146,544900,258700,TL448587,"Market","Cambridge, unparished area",1997-12-01,1998-06-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032797
CB5 8BE,No,52.208145,0.119632,544931,258775,TL449587,"Market","Cambridge, unparished area",1992-01-01,2001-10-01,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BF,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-06-01,2002-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8BG,No,52.207479,0.119146,544900,258700,TL448587,"Market","Cambridge, unparished area",1980-01-01,1995-07-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032797
CB5 8BH,No,52.208611,0.120722,545004,258829,TL450588,"Market","Cambridge, unparished area",1980-01-01,2001-01-01,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BJ,Yes,52.20906,0.121754,545073,258881,TL450588,"Market","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BL,Yes,52.210306,0.122734,545136,259022,TL451590,"Market","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BN,Yes,52.208479,0.121812,545079,258817,TL450588,"Market","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BP,Yes,52.208396,0.122688,545139,258809,TL451588,"Market","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BQ,Yes,52.208716,0.12115,545033,258842,TL450588,"Market","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BS,Yes,52.207849,0.125589,545339,258754,TL453587,"Market","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-06-01,2002-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8BU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2001-06-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8BW,Yes,52.20843,0.122294,545112,258812,TL451588,"Market","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8BX,No,52.2074,0.123533,545200,258700,TL451586,"Market","Cambridge, unparished area",1993-01-01,1995-07-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032797
CB5 8BY,No,52.214969,0.148971,546913,259593,TL469595,"Abbey","Cambridge, unparished area",2001-06-01,2015-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8BZ,No,52.191807,0.13707,546176,256993,TL461569,"Coleridge","Cambridge, unparished area",2001-06-01,2015-11-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB5 8DA,Yes,52.207559,0.128195,545518,258727,TL455587,"Market","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8DD,Yes,52.207723,0.130368,545666,258750,TL456587,"Market","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DE,Yes,52.20808,0.130708,545688,258790,TL456587,"Market","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DF,No,52.208167,0.130888,545700,258800,TL456588,"Market","Cambridge, unparished area",1980-01-01,1991-12-01,15,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017983
CB5 8DG,Yes,52.208632,0.130515,545673,258851,TL456588,"Market","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DH,Yes,52.208614,0.129548,545607,258847,TL456588,"Market","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DJ,Yes,52.209216,0.130543,545673,258916,TL456589,"Market","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DL,Yes,52.209211,0.132299,545793,258919,TL457589,"Market","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DN,Yes,52.208904,0.131875,545765,258884,TL457588,"Market","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DP,Yes,52.20865,0.134,545911,258860,TL459588,"Market","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DQ,Yes,52.20847,0.13001,545639,258832,TL456588,"Market","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DR,Yes,52.208878,0.132825,545830,258883,TL458588,"Market","Cambridge, unparished area",1983-03-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DS,Yes,52.209263,0.133414,545869,258927,TL458589,"Market","Cambridge, unparished area",1994-12-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DT,Yes,52.208068,0.133855,545903,258795,TL459587,"Market","Cambridge, unparished area",1980-01-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DU,No,52.212813,0.156288,547420,259368,TL474593,"Abbey","Cambridge, unparished area",1990-02-01,1997-12-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8DW,Yes,52.208737,0.133682,545889,258869,TL458588,"Market","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DX,No,52.208114,0.133813,545900,258800,TL458588,"Market","Cambridge, unparished area",1980-01-01,1988-12-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017983
CB5 8DY,No,52.208048,0.135493,546015,258796,TL460587,"Market","Cambridge, unparished area",1993-01-01,2001-11-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8DZ,Yes,52.208185,0.135851,546039,258812,TL460588,"Market","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EA,Yes,52.209021,0.134866,545969,258903,TL459589,"Market","Cambridge, unparished area",1997-12-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EB,Yes,52.215486,0.155173,547335,259663,TL473596,"Abbey","Cambridge, unparished area",2009-06-01,,8,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8ED,No,52.208088,0.135275,546000,258800,TL459588,"Market","Cambridge, unparished area",1980-01-01,1995-07-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017983
CB5 8EE,No,52.208235,0.136541,546086,258819,TL460588,"Market","Cambridge, unparished area",1980-01-01,2013-05-01,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EF,Yes,52.207211,0.161169,547772,258755,TL477587,"Abbey","Cambridge, unparished area",2008-11-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017947
CB5 8EG,Yes,52.208335,0.133502,545878,258824,TL458588,"Market","Cambridge, unparished area",1980-01-01,,16,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EH,Yes,52.214613,0.156185,547407,259568,TL474595,"Abbey","Cambridge, unparished area",2009-11-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8EJ,No,52.208114,0.133813,545900,258800,TL458588,"Market","Cambridge, unparished area",1980-01-01,1996-12-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017983
CB5 8EL,Yes,52.21514,0.157836,547518,259630,TL475596,"Abbey","Cambridge, unparished area",2010-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8EN,Yes,52.208829,0.137038,546118,258886,TL461588,"Market","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EP,Yes,52.208158,0.134884,545973,258807,TL459588,"Market","Cambridge, unparished area",1988-03-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EQ,No,52.21027,0.117962,544810,259008,TL448590,"Market","Cambridge, unparished area",2010-08-01,2013-02-01,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01032797
CB5 8ER,Yes,52.209056,0.1327,545821,258903,TL458589,"Market","Cambridge, unparished area",2016-11-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8ES,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1990-02-01,1998-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8ET,Yes,52.214761,0.156953,547459,259586,TL474595,"Abbey","Cambridge, unparished area",2010-07-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8EU,Yes,52.208678,0.13646,546079,258868,TL460588,"Market","Cambridge, unparished area",1991-09-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EW,No,52.208083,0.134016,545914,258797,TL459587,"Market","Cambridge, unparished area",1980-01-01,1999-12-01,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8EX,No,52.214386,0.148913,546911,259528,TL469595,"Abbey","Cambridge, unparished area",1985-04-01,2003-03-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8EY,Yes,52.214573,0.144575,546614,259540,TL466595,"Abbey","Cambridge, unparished area",1980-01-01,,9,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8EZ,No,52.20888,0.141168,546400,258900,TL463589,"Abbey","Cambridge, unparished area",1980-01-01,1994-12-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8FA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1997-06-01,2006-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8FB,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1997-06-01,1998-12-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1997-06-01,2005-10-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8FE,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1997-06-01,1998-12-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FF,Yes,52.192254,0.137179,546182,257043,TL461570,"Coleridge","Cambridge, unparished area",1997-06-01,,17,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017966
CB5 8FG,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1997-12-01,1999-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FH,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1997-12-01,1999-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1997-12-01,2002-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8FL,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-06-01,1998-12-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FN,No,52.217385,0.159482,547623,259883,TL476598,"Abbey","Cambridge, unparished area",1997-12-01,2003-07-01,9,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017944
CB5 8FP,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-06-01,2000-07-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FQ,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1997-12-01,1999-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FR,Yes,52.214561,0.147707,546828,259545,TL468595,"Abbey","Cambridge, unparished area",2007-07-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8FS,Yes,52.209282,0.13684,546103,258936,TL461589,"Market","Cambridge, unparished area",2012-10-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8FT,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-06-01,1999-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2000-12-01,2002-03-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8FW,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-06-01,2000-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FX,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-06-01,2000-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8FY,No,52.20888,0.141168,546400,258900,TL463589,"Abbey","Cambridge, unparished area",1998-06-01,1999-06-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8FZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1998-06-01,2002-11-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GA,Yes,52.210033,0.143551,546559,259033,TL465590,"Abbey","Cambridge, unparished area",1997-12-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GB,Yes,52.210794,0.142241,546467,259115,TL464591,"Abbey","Cambridge, unparished area",1997-12-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1998-12-01,2004-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1998-12-01,2002-07-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GF,No,52.20888,0.141168,546400,258900,TL463589,"Abbey","Cambridge, unparished area",1998-08-01,2000-09-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8GG,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-12-01,2000-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8GH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1998-12-01,2002-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GJ,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1998-12-01,2000-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8GL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1998-12-01,2008-06-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1999-06-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1998-12-01,2001-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GR,No,52.212239,0.161106,547751,259314,TL477593,"Abbey","Cambridge, unparished area",2001-12-01,2005-05-01,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017946
CB5 8GS,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1999-06-01,2000-07-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8GT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1999-06-01,2009-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1999-06-01,2010-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GW,No,52.20888,0.141168,546400,258900,TL463589,"Abbey","Cambridge, unparished area",1999-02-01,2000-09-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8GX,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",1999-12-01,2001-01-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8GY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1999-12-01,2002-01-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8GZ,No,52.212893,0.155853,547390,259376,TL473593,"Abbey","Cambridge, unparished area",2000-06-01,2001-04-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017946
CB5 8HA,Yes,52.209041,0.140239,546336,258916,TL463589,"Abbey","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HB,Yes,52.20875,0.138701,546232,258881,TL462588,"Abbey","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HD,No,52.209523,0.142399,546482,258974,TL464589,"Abbey","Cambridge, unparished area",1980-01-01,2015-11-01,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HE,Yes,52.208555,0.139541,546290,258861,TL462588,"Abbey","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HF,No,52.208882,0.142032,546459,258902,TL464589,"Abbey","Cambridge, unparished area",1980-01-01,2014-06-01,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HG,Yes,52.21327,0.144512,546614,259395,TL466593,"Abbey","Cambridge, unparished area",2003-09-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8HH,Yes,52.209727,0.137623,546155,258987,TL461589,"Abbey","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HJ,Yes,52.211429,0.141408,546408,259184,TL464591,"Abbey","Cambridge, unparished area",1990-07-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HL,Yes,52.210818,0.138934,546241,259111,TL462591,"Abbey","Cambridge, unparished area",1980-01-01,,8,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HN,Yes,52.212419,0.142861,546504,259297,TL465592,"Abbey","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HP,Yes,52.210239,0.142082,546458,259053,TL464590,"Abbey","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HQ,Yes,52.210067,0.13796,546177,259026,TL461590,"Abbey","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HR,Yes,52.209543,0.141786,546440,258975,TL464589,"Abbey","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HS,Yes,52.21041,0.140115,546323,259068,TL463590,"Abbey","Cambridge, unparished area",1980-01-01,,9,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HT,Yes,52.210277,0.138775,546232,259051,TL462590,"Abbey","Cambridge, unparished area",1980-01-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HU,Yes,52.209744,0.14061,546359,258995,TL463589,"Abbey","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HW,Yes,52.21357,0.148274,546870,259436,TL468594,"Abbey","Cambridge, unparished area",1980-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8HX,Yes,52.210024,0.14055,546354,259026,TL463590,"Abbey","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8HY,Yes,52.214878,0.149069,546920,259583,TL469595,"Abbey","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8HZ,Yes,52.209327,0.140838,546376,258949,TL463589,"Abbey","Cambridge, unparished area",2003-10-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JA,No,52.214586,0.149801,546971,259552,TL469595,"Abbey","Cambridge, unparished area",1980-01-01,2015-02-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8JB,Yes,52.213502,0.14363,546553,259419,TL465594,"Abbey","Cambridge, unparished area",2003-09-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JD,Yes,52.213183,0.143381,546537,259383,TL465593,"Abbey","Cambridge, unparished area",2003-09-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JE,Yes,52.210229,0.144906,546651,259058,TL466590,"Abbey","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JF,Yes,52.211841,0.142496,546481,259232,TL464592,"Abbey","Cambridge, unparished area",2005-04-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JG,Yes,52.211993,0.147993,546856,259260,TL468592,"Abbey","Cambridge, unparished area",1980-01-01,,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8JH,Yes,52.211453,0.149006,546927,259202,TL469592,"Abbey","Cambridge, unparished area",1996-06-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JJ,Yes,52.213185,0.149952,546986,259397,TL469593,"Abbey","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8JL,Yes,52.210419,0.146305,546746,259082,TL467590,"Abbey","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JN,No,52.208853,0.142631,546500,258900,TL465588,"Abbey","Cambridge, unparished area",1980-01-01,1995-07-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8JP,Yes,52.210218,0.136812,546098,259040,TL460590,"Market","Cambridge, unparished area",2005-08-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8JQ,Yes,52.213938,0.143885,546569,259468,TL465594,"Abbey","Cambridge, unparished area",2006-07-01,,9,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JR,No,52.214446,0.151068,547058,259539,TL470595,"Abbey","Cambridge, unparished area",1991-01-01,2003-03-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8JS,No,52.212314,0.150116,547000,259300,TL469593,"Abbey","Cambridge, unparished area",1980-01-01,1991-12-01,13,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8JT,No,52.211219,0.147546,546828,259173,TL468591,"Abbey","Cambridge, unparished area",1980-01-01,2000-06-01,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JU,No,52.212567,0.150026,546993,259328,TL469593,"Abbey","Cambridge, unparished area",1980-01-01,2003-07-01,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB5 8JW,No,52.209699,0.145599,546700,259000,TL467590,"Abbey","Cambridge, unparished area",1980-01-01,1995-07-01,13,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
CB5 8JX,Yes,52.209137,0.135443,546008,258917,TL460589,"Market","Cambridge, unparished area",2014-07-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8JY,Yes,52.209617,0.135246,545993,258970,TL459589,"Market","Cambridge, unparished area",2013-10-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017983
CB5 8JZ,Yes,52.214258,0.150532,547022,259517,TL470595,"Abbey","Cambridge, unparished area",1980-01-01,,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8LA,Yes,52.21354,0.150715,547037,259438,TL470594,"Abbey","Cambridge, unparished area",1992-01-01,,12,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8LB,Yes,52.213254,0.146897,546777,259398,TL467593,"Abbey","Cambridge, unparished area",1980-01-01,,13,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8LD,Yes,52.212171,0.145645,546695,259275,TL466592,"Abbey","Cambridge, unparished area",1980-01-01,,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017945
CB5 8LE,No,52.211522,0.144223,546600,259200,TL466592,"Abbey","Cambridge, unparished area",1986-07-01,1996-06-01,14,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017943
